original,renamed
TRINITY_DN439_c0_g1_i1 len=2520 path=[0:0-2519],Transcript_8370
TRINITY_DN434_c0_g1_i1 len=2592 path=[0:0-2591],Transcript_8371
TRINITY_DN449_c0_g1_i1 len=2383 path=[0:0-2382],Transcript_8372
TRINITY_DN428_c0_g1_i1 len=2276 path=[0:0-2275],Transcript_8373
TRINITY_DN437_c0_g1_i1 len=1495 path=[0:0-1494],Transcript_8374
TRINITY_DN431_c0_g1_i1 len=987 path=[0:0-986],Transcript_8375
TRINITY_DN401_c0_g1_i1 len=1237 path=[0:0-1236],Transcript_8376
TRINITY_DN457_c0_g1_i1 len=339 path=[0:0-338],Transcript_8377
TRINITY_DN427_c0_g1_i1 len=220 path=[0:0-219],Transcript_8378
TRINITY_DN430_c0_g1_i1 len=217 path=[0:0-216],Transcript_8379
TRINITY_DN446_c0_g1_i1 len=734 path=[0:0-733],Transcript_8380
TRINITY_DN455_c0_g1_i1 len=1615 path=[0:0-1614],Transcript_8381
TRINITY_DN487_c0_g1_i1 len=246 path=[0:0-245],Transcript_8382
TRINITY_DN412_c0_g1_i1 len=1195 path=[0:0-1194],Transcript_8383
TRINITY_DN444_c0_g1_i1 len=880 path=[0:0-879],Transcript_8384
TRINITY_DN425_c0_g1_i1 len=921 path=[0:0-920],Transcript_8385
TRINITY_DN406_c0_g1_i1 len=375 path=[0:0-374],Transcript_8386
TRINITY_DN465_c0_g1_i1 len=596 path=[0:0-595],Transcript_8387
TRINITY_DN493_c0_g1_i1 len=396 path=[0:0-395],Transcript_8388
TRINITY_DN420_c0_g1_i1 len=653 path=[0:0-652],Transcript_8389
TRINITY_DN468_c0_g1_i1 len=2046 path=[0:0-2045],Transcript_8390
TRINITY_DN476_c0_g1_i1 len=3139 path=[0:0-3138],Transcript_8391
TRINITY_DN490_c0_g1_i1 len=777 path=[0:0-776],Transcript_8392
TRINITY_DN418_c0_g1_i1 len=1483 path=[0:0-1482],Transcript_8393
TRINITY_DN429_c0_g1_i1 len=766 path=[0:0-765],Transcript_8394
TRINITY_DN445_c0_g1_i1 len=1411 path=[0:0-1410],Transcript_8395
TRINITY_DN426_c0_g1_i1 len=665 path=[0:0-664],Transcript_8396
TRINITY_DN442_c0_g1_i1 len=1717 path=[0:0-1716],Transcript_8397
TRINITY_DN482_c0_g1_i1 len=694 path=[0:0-693],Transcript_8398
TRINITY_DN422_c0_g1_i1 len=1149 path=[0:0-1148],Transcript_8399
TRINITY_DN486_c0_g1_i1 len=1939 path=[0:0-1938],Transcript_8400
TRINITY_DN403_c0_g1_i1 len=698 path=[0:0-697],Transcript_8401
TRINITY_DN440_c0_g1_i1 len=3513 path=[0:0-3512],Transcript_8402
TRINITY_DN432_c0_g1_i1 len=1722 path=[0:0-1721],Transcript_8403
TRINITY_DN484_c0_g1_i1 len=881 path=[0:0-880],Transcript_8404
TRINITY_DN450_c0_g1_i1 len=563 path=[0:0-562],Transcript_8405
TRINITY_DN402_c0_g1_i1 len=265 path=[0:0-264],Transcript_8406
TRINITY_DN407_c0_g1_i1 len=1272 path=[0:0-1271],Transcript_8407
TRINITY_DN491_c0_g1_i1 len=1170 path=[0:0-1169],Transcript_8408
TRINITY_DN488_c0_g1_i1 len=627 path=[0:0-626],Transcript_8409
TRINITY_DN447_c0_g1_i1 len=996 path=[0:0-995],Transcript_8410
TRINITY_DN462_c0_g1_i1 len=1561 path=[0:0-1560],Transcript_8411
TRINITY_DN459_c0_g1_i1 len=302 path=[0:0-301],Transcript_8412
TRINITY_DN473_c0_g1_i1 len=750 path=[0:0-749],Transcript_8413
TRINITY_DN405_c0_g1_i1 len=2134 path=[0:0-2133],Transcript_8414
TRINITY_DN441_c0_g1_i1 len=689 path=[0:0-688],Transcript_8415
TRINITY_DN475_c0_g1_i1 len=657 path=[0:0-656],Transcript_8416
TRINITY_DN456_c0_g1_i1 len=585 path=[0:0-584],Transcript_8417
TRINITY_DN494_c0_g1_i1 len=361 path=[0:0-360],Transcript_8418
TRINITY_DN408_c0_g1_i1 len=894 path=[0:0-893],Transcript_8419
TRINITY_DN479_c0_g1_i1 len=2040 path=[0:0-2039],Transcript_8420
TRINITY_DN414_c0_g1_i1 len=917 path=[0:0-916],Transcript_8421
TRINITY_DN466_c0_g1_i1 len=264 path=[0:0-263],Transcript_8422
TRINITY_DN404_c0_g1_i1 len=372 path=[0:0-371],Transcript_8423
TRINITY_DN423_c0_g1_i1 len=876 path=[0:0-875],Transcript_8424
TRINITY_DN483_c0_g1_i1 len=1063 path=[0:0-1062],Transcript_8425
TRINITY_DN409_c0_g1_i1 len=3002 path=[0:0-3001],Transcript_8426
TRINITY_DN453_c0_g1_i1 len=2198 path=[0:0-2197],Transcript_8427
TRINITY_DN474_c0_g1_i1 len=461 path=[0:0-460],Transcript_8428
TRINITY_DN485_c0_g1_i1 len=426 path=[0:0-425],Transcript_8429
TRINITY_DN454_c0_g1_i1 len=813 path=[0:0-812],Transcript_8430
TRINITY_DN496_c0_g1_i1 len=614 path=[0:0-613],Transcript_8431
TRINITY_DN495_c0_g1_i1 len=358 path=[0:0-357],Transcript_8432
TRINITY_DN478_c0_g1_i1 len=1207 path=[0:0-1206],Transcript_8433
TRINITY_DN438_c0_g1_i1 len=1215 path=[0:0-1214],Transcript_8434
TRINITY_DN471_c0_g1_i1 len=1576 path=[0:0-1575],Transcript_8435
TRINITY_DN467_c0_g1_i1 len=206 path=[0:0-205],Transcript_8436
TRINITY_DN417_c0_g1_i1 len=1239 path=[0:0-1238],Transcript_8437
TRINITY_DN433_c0_g1_i1 len=1623 path=[0:0-1622],Transcript_8438
TRINITY_DN469_c0_g1_i1 len=855 path=[0:0-854],Transcript_8439
TRINITY_DN480_c0_g1_i1 len=508 path=[0:0-507],Transcript_8440
TRINITY_DN436_c0_g1_i1 len=1842 path=[0:0-1841],Transcript_8441
TRINITY_DN472_c0_g1_i1 len=358 path=[0:0-357],Transcript_8442
TRINITY_DN410_c0_g1_i1 len=561 path=[0:0-560],Transcript_8443
TRINITY_DN470_c0_g1_i1 len=273 path=[0:0-272],Transcript_8444
TRINITY_DN415_c0_g1_i1 len=829 path=[0:0-828],Transcript_8445
TRINITY_DN463_c0_g1_i1 len=1497 path=[0:0-1496],Transcript_8446
TRINITY_DN419_c0_g1_i1 len=2186 path=[0:0-2185],Transcript_8447
TRINITY_DN416_c0_g1_i1 len=1559 path=[0:0-1558],Transcript_8448
TRINITY_DN458_c1_g1_i1 len=1411 path=[0:0-1410],Transcript_8449
TRINITY_DN458_c0_g1_i1 len=1042 path=[0:0-1041],Transcript_8450
TRINITY_DN6210_c0_g1_i1 len=1100 path=[0:0-1099],Transcript_8451
TRINITY_DN6248_c0_g1_i1 len=2222 path=[0:0-2221],Transcript_8452
TRINITY_DN6265_c0_g1_i1 len=882 path=[0:0-881],Transcript_8453
TRINITY_DN6223_c0_g1_i1 len=1354 path=[0:0-1353],Transcript_8454
TRINITY_DN6228_c0_g1_i1 len=1333 path=[0:0-1332],Transcript_8455
TRINITY_DN6256_c0_g1_i1 len=3803 path=[0:0-3802],Transcript_8456
TRINITY_DN6243_c0_g1_i1 len=1539 path=[0:0-1538],Transcript_8457
TRINITY_DN6236_c0_g1_i1 len=375 path=[0:0-374],Transcript_8458
TRINITY_DN6288_c0_g1_i1 len=316 path=[0:0-315],Transcript_8459
TRINITY_DN6209_c0_g1_i1 len=1458 path=[0:0-1457],Transcript_8460
TRINITY_DN6285_c0_g1_i1 len=582 path=[0:0-581],Transcript_8461
TRINITY_DN6270_c0_g1_i1 len=212 path=[0:0-211],Transcript_8462
TRINITY_DN6286_c0_g1_i1 len=242 path=[0:0-241],Transcript_8463
TRINITY_DN6257_c0_g1_i1 len=491 path=[0:0-490],Transcript_8464
TRINITY_DN6253_c0_g1_i1 len=1515 path=[0:0-1514],Transcript_8465
TRINITY_DN6291_c0_g1_i1 len=613 path=[0:0-612],Transcript_8466
TRINITY_DN6246_c0_g1_i1 len=1140 path=[0:0-1139],Transcript_8467
TRINITY_DN6219_c0_g1_i1 len=1407 path=[0:0-1406],Transcript_8468
TRINITY_DN6235_c0_g1_i1 len=804 path=[0:0-803],Transcript_8469
TRINITY_DN6245_c0_g1_i1 len=1899 path=[0:0-1898],Transcript_8470
TRINITY_DN6207_c0_g1_i1 len=1078 path=[0:0-1077],Transcript_8471
TRINITY_DN6268_c0_g1_i1 len=273 path=[0:0-272],Transcript_8472
TRINITY_DN6280_c0_g1_i1 len=2327 path=[0:0-2326],Transcript_8473
TRINITY_DN6232_c0_g1_i1 len=2049 path=[0:0-2048],Transcript_8474
TRINITY_DN6283_c0_g1_i1 len=1629 path=[0:0-1628],Transcript_8475
TRINITY_DN6244_c0_g1_i1 len=975 path=[0:0-974],Transcript_8476
TRINITY_DN6238_c0_g1_i1 len=3193 path=[0:0-3192],Transcript_8477
TRINITY_DN6247_c0_g1_i1 len=2147 path=[0:0-2146],Transcript_8478
TRINITY_DN6295_c0_g1_i1 len=1622 path=[0:0-1621],Transcript_8479
TRINITY_DN6298_c0_g1_i1 len=494 path=[0:0-493],Transcript_8480
TRINITY_DN6281_c0_g1_i1 len=911 path=[0:0-910],Transcript_8481
TRINITY_DN6267_c0_g1_i1 len=935 path=[0:0-934],Transcript_8482
TRINITY_DN6274_c0_g1_i1 len=1425 path=[0:0-1424],Transcript_8483
TRINITY_DN6294_c0_g1_i1 len=701 path=[0:0-700],Transcript_8484
TRINITY_DN6200_c0_g1_i1 len=695 path=[0:0-694],Transcript_8485
TRINITY_DN6292_c0_g1_i1 len=290 path=[0:0-289],Transcript_8486
TRINITY_DN6254_c0_g1_i1 len=241 path=[0:0-240],Transcript_8487
TRINITY_DN6279_c0_g1_i1 len=2033 path=[0:0-2032],Transcript_8488
TRINITY_DN6266_c0_g1_i1 len=408 path=[0:0-407],Transcript_8489
TRINITY_DN6225_c0_g1_i1 len=1799 path=[0:0-1798],Transcript_8490
TRINITY_DN6287_c0_g1_i1 len=1512 path=[0:0-1511],Transcript_8491
TRINITY_DN6264_c0_g1_i1 len=794 path=[0:0-793],Transcript_8492
TRINITY_DN6227_c0_g1_i1 len=725 path=[0:0-724],Transcript_8493
TRINITY_DN6222_c0_g1_i1 len=1919 path=[0:0-1918],Transcript_8494
TRINITY_DN6218_c0_g1_i1 len=2830 path=[0:0-2829],Transcript_8495
TRINITY_DN6215_c0_g1_i1 len=1012 path=[0:0-1011],Transcript_8496
TRINITY_DN6220_c0_g1_i1 len=2562 path=[0:0-2561],Transcript_8497
TRINITY_DN6214_c0_g1_i1 len=689 path=[0:0-688],Transcript_8498
TRINITY_DN6208_c0_g1_i1 len=1512 path=[0:0-1511],Transcript_8499
TRINITY_DN6250_c0_g1_i1 len=1605 path=[0:0-1604],Transcript_8500
TRINITY_DN6224_c0_g1_i1 len=2110 path=[0:0-2109],Transcript_8501
TRINITY_DN6251_c0_g1_i1 len=1509 path=[0:0-1508],Transcript_8502
TRINITY_DN6221_c0_g1_i1 len=928 path=[0:0-927],Transcript_8503
TRINITY_DN6241_c0_g1_i1 len=1666 path=[0:0-1665],Transcript_8504
TRINITY_DN6239_c0_g1_i1 len=1696 path=[0:0-1695],Transcript_8505
TRINITY_DN6231_c0_g1_i1 len=603 path=[0:0-602],Transcript_8506
TRINITY_DN6261_c0_g1_i1 len=2656 path=[0:0-2655],Transcript_8507
TRINITY_DN6206_c0_g1_i1 len=1080 path=[0:0-1079],Transcript_8508
TRINITY_DN6216_c0_g1_i1 len=882 path=[0:0-881],Transcript_8509
TRINITY_DN6299_c0_g1_i1 len=2244 path=[0:0-2243],Transcript_8510
TRINITY_DN6289_c0_g1_i1 len=430 path=[0:0-429],Transcript_8511
TRINITY_DN6273_c0_g1_i1 len=1465 path=[0:0-1464],Transcript_8512
TRINITY_DN6296_c0_g1_i1 len=301 path=[0:0-300],Transcript_8513
TRINITY_DN6262_c0_g1_i1 len=1769 path=[0:0-1768],Transcript_8514
TRINITY_DN6249_c0_g1_i1 len=2164 path=[0:0-2163],Transcript_8515
TRINITY_DN6260_c0_g1_i1 len=912 path=[0:0-911],Transcript_8516
TRINITY_DN6202_c0_g1_i1 len=2041 path=[0:0-2040],Transcript_8517
TRINITY_DN6205_c0_g1_i1 len=903 path=[0:0-902],Transcript_8518
TRINITY_DN6230_c0_g1_i1 len=1531 path=[0:0-1530],Transcript_8519
TRINITY_DN6203_c0_g1_i1 len=618 path=[0:0-617],Transcript_8520
TRINITY_DN6240_c0_g1_i1 len=2383 path=[0:0-2382],Transcript_8521
TRINITY_DN6259_c0_g1_i1 len=2056 path=[0:0-2055],Transcript_8522
TRINITY_DN6290_c0_g1_i1 len=567 path=[0:0-566],Transcript_8523
TRINITY_DN6211_c0_g1_i1 len=414 path=[0:0-413],Transcript_8524
TRINITY_DN6282_c0_g1_i1 len=2602 path=[0:0-2601],Transcript_8525
TRINITY_DN6233_c0_g1_i1 len=2902 path=[0:0-2901],Transcript_8526
TRINITY_DN6255_c0_g1_i1 len=656 path=[0:0-655],Transcript_8527
TRINITY_DN6275_c0_g1_i1 len=334 path=[0:0-333],Transcript_8528
TRINITY_DN6229_c0_g1_i1 len=1902 path=[0:0-1901],Transcript_8529
TRINITY_DN6258_c0_g1_i1 len=735 path=[0:0-734],Transcript_8530
TRINITY_DN6277_c0_g1_i1 len=466 path=[0:0-465],Transcript_8531
TRINITY_DN6234_c0_g1_i1 len=2385 path=[0:0-2384],Transcript_8532
TRINITY_DN6263_c0_g1_i1 len=774 path=[0:0-773],Transcript_8533
TRINITY_DN6276_c0_g1_i1 len=1225 path=[0:0-1224],Transcript_8534
TRINITY_DN6226_c0_g1_i1 len=1918 path=[0:0-1917],Transcript_8535
TRINITY_DN6271_c0_g1_i1 len=582 path=[0:0-581],Transcript_8536
TRINITY_DN6284_c0_g1_i1 len=797 path=[0:0-796],Transcript_8537
TRINITY_DN6237_c0_g1_i1 len=592 path=[0:0-591],Transcript_8538
TRINITY_DN6252_c0_g1_i1 len=1451 path=[0:0-1450],Transcript_8539
TRINITY_DN6278_c0_g1_i1 len=2176 path=[0:0-2175],Transcript_8540
TRINITY_DN6213_c0_g1_i1 len=831 path=[0:0-830],Transcript_8541
TRINITY_DN6212_c0_g1_i1 len=469 path=[0:0-468],Transcript_8542
TRINITY_DN6297_c0_g1_i1 len=589 path=[0:0-588],Transcript_8543
TRINITY_DN6204_c0_g1_i1 len=1858 path=[0:0-1857],Transcript_8544
TRINITY_DN6242_c0_g1_i1 len=1455 path=[0:0-1454],Transcript_8545
TRINITY_DN6293_c0_g1_i1 len=1044 path=[0:0-1043],Transcript_8546
TRINITY_DN6201_c0_g1_i1 len=475 path=[0:0-474],Transcript_8547
TRINITY_DN6217_c0_g1_i1 len=825 path=[0:0-824],Transcript_8548
TRINITY_DN6269_c0_g1_i1 len=496 path=[0:0-495],Transcript_8549
TRINITY_DN6272_c0_g1_i1 len=561 path=[0:0-560],Transcript_8550
TRINITY_DN14_c0_g1_i4 len=690 path=[0:0-539 2:540-689],Transcript_8551
TRINITY_DN14_c0_g1_i2 len=701 path=[0:0-539 1:540-700],Transcript_8552
TRINITY_DN22_c0_g1_i1 len=662 path=[0:0-212 2:213-369 3:370-661],Transcript_8553
TRINITY_DN22_c0_g1_i2 len=662 path=[0:0-212 1:213-369 3:370-661],Transcript_8554
TRINITY_DN31_c0_g1_i1 len=709 path=[0:0-144 2:145-708],Transcript_8555
TRINITY_DN31_c0_g1_i2 len=682 path=[1:0-117 2:118-681],Transcript_8556
TRINITY_DN84_c0_g1_i1 len=1212 path=[0:0-1211],Transcript_8557
TRINITY_DN60_c0_g1_i1 len=855 path=[0:0-741 1:742-854],Transcript_8558
TRINITY_DN60_c0_g1_i2 len=797 path=[0:0-741 2:742-796],Transcript_8559
TRINITY_DN20_c0_g1_i1 len=678 path=[0:0-199 1:200-227 3:228-677],Transcript_8560
TRINITY_DN20_c0_g1_i2 len=678 path=[0:0-199 2:200-227 3:228-677],Transcript_8561
TRINITY_DN32_c1_g1_i1 len=535 path=[0:0-534],Transcript_8562
TRINITY_DN32_c0_g1_i1 len=277 path=[0:0-276],Transcript_8563
TRINITY_DN29_c1_g1_i1 len=298 path=[0:0-297],Transcript_8564
TRINITY_DN29_c0_g1_i1 len=1025 path=[0:0-1024],Transcript_8565
TRINITY_DN23_c0_g1_i1 len=659 path=[0:0-658],Transcript_8566
TRINITY_DN73_c0_g1_i1 len=2617 path=[0:0-2616],Transcript_8567
TRINITY_DN12_c0_g1_i1 len=1716 path=[0:0-1338 2:1339-1373 4:1374-1518 5:1519-1547 6:1548-1715],Transcript_8568
TRINITY_DN12_c0_g1_i2 len=614 path=[1:0-236 2:237-271 3:272-416 5:417-445 6:446-613],Transcript_8569
TRINITY_DN12_c0_g1_i3 len=574 path=[1:0-236 2:237-271 3:272-416 5:417-445 7:446-573],Transcript_8570
TRINITY_DN40_c0_g1_i1 len=2766 path=[1:0-2161 2:2162-2765],Transcript_8571
TRINITY_DN40_c0_g1_i2 len=1200 path=[0:0-595 2:596-1199],Transcript_8572
TRINITY_DN42_c1_g1_i1 len=301 path=[0:0-300],Transcript_8573
TRINITY_DN42_c0_g1_i1 len=871 path=[0:0-549 1:550-870],Transcript_8574
TRINITY_DN42_c0_g1_i2 len=1460 path=[0:0-549 2:550-1459],Transcript_8575
TRINITY_DN91_c0_g1_i1 len=309 path=[0:0-308],Transcript_8576
TRINITY_DN71_c0_g1_i1 len=788 path=[0:0-787],Transcript_8577
TRINITY_DN57_c0_g1_i1 len=1543 path=[0:0-1542],Transcript_8578
TRINITY_DN77_c0_g1_i1 len=595 path=[0:0-474 2:475-594],Transcript_8579
TRINITY_DN77_c0_g1_i2 len=652 path=[0:0-474 1:475-651],Transcript_8580
TRINITY_DN35_c0_g1_i1 len=6759 path=[0:0-6758],Transcript_8581
TRINITY_DN34_c0_g1_i1 len=997 path=[0:0-996],Transcript_8582
TRINITY_DN1_c0_g1_i1 len=1547 path=[0:0-1546],Transcript_8583
TRINITY_DN21_c0_g1_i4 len=1018 path=[0:0-32 2:33-219 3:220-279 5:280-315 7:316-342 8:343-374 10:375-432 11:433-1017],Transcript_8584
TRINITY_DN21_c0_g1_i5 len=1564 path=[1:0-84 2:85-271 4:272-331 5:332-367 6:368-394 8:395-426 10:427-484 11:485-1069 12:1070-1126 14:1127-1563],Transcript_8585
TRINITY_DN21_c0_g1_i6 len=1564 path=[1:0-84 2:85-271 4:272-331 5:332-367 6:368-394 8:395-426 9:427-484 11:485-1069 12:1070-1126 14:1127-1563],Transcript_8586
TRINITY_DN21_c0_g1_i7 len=1564 path=[1:0-84 2:85-271 4:272-331 5:332-367 6:368-394 8:395-426 10:427-484 11:485-1069 13:1070-1126 14:1127-1563],Transcript_8587
TRINITY_DN21_c0_g1_i1 len=1564 path=[1:0-84 2:85-271 3:272-331 5:332-367 6:368-394 8:395-426 10:427-484 11:485-1069 12:1070-1126 14:1127-1563],Transcript_8588
TRINITY_DN21_c0_g1_i2 len=1070 path=[1:0-84 2:85-271 3:272-331 5:332-367 7:368-394 8:395-426 9:427-484 11:485-1069],Transcript_8589
TRINITY_DN21_c0_g1_i3 len=1018 path=[0:0-32 2:33-219 3:220-279 5:280-315 7:316-342 8:343-374 9:375-432 11:433-1017],Transcript_8590
TRINITY_DN21_c0_g1_i8 len=1018 path=[0:0-32 2:33-219 4:220-279 5:280-315 6:316-342 8:343-374 9:375-432 11:433-1017],Transcript_8591
TRINITY_DN96_c0_g1_i1 len=980 path=[0:0-979],Transcript_8592
TRINITY_DN37_c0_g1_i4 len=823 path=[0:0-349 2:350-522 3:523-822],Transcript_8593
TRINITY_DN37_c0_g1_i1 len=720 path=[1:0-246 2:247-419 3:420-719],Transcript_8594
TRINITY_DN37_c0_g1_i2 len=804 path=[0:0-349 2:350-522 4:523-803],Transcript_8595
TRINITY_DN37_c0_g1_i3 len=701 path=[1:0-246 2:247-419 4:420-700],Transcript_8596
TRINITY_DN56_c0_g1_i1 len=2950 path=[0:0-337 2:338-2949],Transcript_8597
TRINITY_DN56_c0_g1_i2 len=2779 path=[1:0-166 2:167-2778],Transcript_8598
TRINITY_DN27_c0_g1_i1 len=1187 path=[0:0-1186],Transcript_8599
TRINITY_DN61_c0_g1_i1 len=615 path=[0:0-614],Transcript_8600
TRINITY_DN81_c0_g1_i1 len=406 path=[0:0-228 2:229-405],Transcript_8601
TRINITY_DN81_c0_g1_i3 len=398 path=[1:0-220 2:221-397],Transcript_8602
TRINITY_DN63_c1_g1_i1 len=334 path=[0:0-333],Transcript_8603
TRINITY_DN63_c0_g1_i4 len=386 path=[0:0-264 2:265-385],Transcript_8604
TRINITY_DN63_c0_g1_i1 len=434 path=[0:0-264 1:265-312 2:313-433],Transcript_8605
TRINITY_DN17_c0_g1_i1 len=523 path=[0:0-200 2:201-522],Transcript_8606
TRINITY_DN17_c0_g1_i2 len=576 path=[1:0-253 2:254-575],Transcript_8607
TRINITY_DN95_c0_g1_i1 len=631 path=[0:0-630],Transcript_8608
TRINITY_DN24_c3_g1_i1 len=792 path=[0:0-791],Transcript_8609
TRINITY_DN24_c1_g1_i1 len=1286 path=[0:0-1285],Transcript_8610
TRINITY_DN24_c2_g1_i1 len=2466 path=[0:0-2465],Transcript_8611
TRINITY_DN24_c0_g1_i4 len=2125 path=[0:0-64 3:65-92 6:93-130 9:131-173 10:174-477 11:478-502 12:503-1034 14:1035-1042 16:1043-1112 17:1113-1152 18:1153-1288 20:1289-1322 22:1323-1777 24:1778-1844 25:1845-1869 26:1870-1895 28:1896-1927 30:1928-2124],Transcript_8612
TRINITY_DN24_c0_g1_i5 len=1945 path=[1:0-159 5:160-235 7:236-494 11:495-519 12:520-1051 14:1052-1059 15:1060-1129 17:1130-1169 18:1170-1305 20:1306-1339 22:1340-1794 24:1795-1861 25:1862-1886 26:1887-1912 28:1913-1944],Transcript_8613
TRINITY_DN24_c0_g1_i6 len=2022 path=[1:0-159 4:160-235 7:236-494 11:495-519 12:520-1051 14:1052-1059 16:1060-1129 17:1130-1169 19:1170-2021],Transcript_8614
TRINITY_DN24_c0_g1_i7 len=1789 path=[1:0-159 4:160-235 7:236-494 11:495-519 13:520-1045 14:1046-1053 15:1054-1123 17:1124-1163 18:1164-1299 20:1300-1333 22:1334-1788],Transcript_8615
TRINITY_DN24_c0_g1_i1 len=2005 path=[0:0-64 3:65-92 6:93-130 9:131-173 10:174-477 11:478-502 12:503-1034 14:1035-1042 16:1043-1112 17:1113-1152 19:1153-2004],Transcript_8616
TRINITY_DN24_c0_g1_i2 len=2095 path=[0:0-64 3:65-92 6:93-130 9:131-173 10:174-477 11:478-502 12:503-1034 14:1035-1042 16:1043-1112 17:1113-1152 18:1153-1288 20:1289-1322 22:1323-1777 23:1778-1844 25:1845-1869 27:1870-1886 28:1887-1918 29:1919-2094],Transcript_8617
TRINITY_DN24_c0_g1_i3 len=2116 path=[0:0-64 2:65-92 6:93-130 8:131-173 10:174-477 11:478-502 12:503-1034 14:1035-1042 15:1043-1112 17:1113-1152 18:1153-1288 21:1289-1322 22:1323-1777 23:1778-1844 25:1845-1869 27:1870-1886 28:1887-1918 30:1919-2115],Transcript_8618
TRINITY_DN49_c0_g1_i1 len=1025 path=[0:0-1024],Transcript_8619
TRINITY_DN68_c0_g1_i1 len=3784 path=[0:0-2245 2:2246-2297 4:2298-2493 5:2494-3783],Transcript_8620
TRINITY_DN68_c0_g1_i2 len=1856 path=[1:0-317 2:318-369 3:370-565 5:566-1855],Transcript_8621
TRINITY_DN68_c0_g1_i3 len=1856 path=[1:0-317 2:318-369 4:370-565 5:566-1855],Transcript_8622
TRINITY_DN44_c0_g1_i1 len=909 path=[0:0-908],Transcript_8623
TRINITY_DN66_c0_g1_i1 len=505 path=[0:0-504],Transcript_8624
TRINITY_DN93_c1_g1_i1 len=798 path=[0:0-797],Transcript_8625
TRINITY_DN93_c0_g1_i1 len=236 path=[0:0-32 2:33-235],Transcript_8626
TRINITY_DN93_c0_g1_i2 len=236 path=[1:0-32 2:33-235],Transcript_8627
TRINITY_DN15_c1_g1_i1 len=994 path=[0:0-993],Transcript_8628
TRINITY_DN15_c0_g1_i1 len=2416 path=[0:0-2361 1:2362-2415],Transcript_8629
TRINITY_DN15_c0_g1_i2 len=2424 path=[0:0-2361 2:2362-2423],Transcript_8630
TRINITY_DN26_c0_g1_i1 len=720 path=[0:0-392 1:393-432 3:433-719],Transcript_8631
TRINITY_DN26_c0_g1_i2 len=720 path=[0:0-392 2:393-432 3:433-719],Transcript_8632
TRINITY_DN54_c1_g1_i1 len=302 path=[0:0-301],Transcript_8633
TRINITY_DN54_c0_g1_i1 len=751 path=[0:0-750],Transcript_8634
TRINITY_DN54_c0_g2_i1 len=701 path=[0:0-700],Transcript_8635
TRINITY_DN89_c0_g1_i4 len=1491 path=[0:0-210 2:211-376 3:377-645 4:646-684 6:685-834 9:835-880 14:881-882 15:883-1022 16:1023-1039 19:1040-1073 21:1074-1098 22:1099-1116 25:1117-1144 26:1145-1490],Transcript_8636
TRINITY_DN89_c0_g1_i5 len=1497 path=[0:0-210 1:211-376 3:377-645 4:646-684 7:685-835 10:836-855 11:856-879 13:880-886 14:887-888 15:889-1028 16:1029-1045 19:1046-1079 21:1080-1104 22:1105-1122 25:1123-1150 26:1151-1496],Transcript_8637
TRINITY_DN89_c0_g1_i7 len=1497 path=[0:0-210 1:211-376 3:377-645 5:646-855 11:856-879 12:880-888 15:889-1028 16:1029-1045 19:1046-1079 21:1080-1104 22:1105-1122 25:1123-1150 26:1151-1496],Transcript_8638
TRINITY_DN89_c0_g1_i1 len=1497 path=[0:0-210 2:211-376 3:377-645 4:646-684 7:685-835 10:836-855 11:856-879 13:880-886 14:887-888 15:889-1028 17:1029-1074 20:1075-1079 21:1080-1104 23:1105-1150 26:1151-1496],Transcript_8639
TRINITY_DN89_c0_g1_i2 len=1123 path=[0:0-210 1:211-376 3:377-645 5:646-855 11:856-879 12:880-888 15:889-1028 16:1029-1045 18:1046-1074 20:1075-1079 21:1080-1104 22:1105-1122],Transcript_8640
TRINITY_DN89_c0_g1_i3 len=1497 path=[0:0-210 2:211-376 3:377-645 4:646-684 6:685-834 8:835-835 10:836-855 11:856-879 13:880-886 14:887-888 15:889-1028 16:1029-1045 18:1046-1074 20:1075-1079 21:1080-1104 23:1105-1150 26:1151-1496],Transcript_8641
TRINITY_DN89_c0_g1_i8 len=1770 path=[0:0-210 1:211-376 3:377-645 4:646-684 6:685-834 9:835-880 14:881-882 15:883-1022 17:1023-1068 20:1069-1073 21:1074-1098 22:1099-1116 24:1117-1769],Transcript_8642
TRINITY_DN89_c0_g1_i9 len=1497 path=[0:0-210 1:211-376 3:377-645 4:646-684 6:685-834 8:835-835 10:836-855 11:856-879 13:880-886 14:887-888 15:889-1028 16:1029-1045 19:1046-1079 21:1080-1104 22:1105-1122 25:1123-1150 26:1151-1496],Transcript_8643
TRINITY_DN89_c0_g1_i10 len=1491 path=[0:0-210 1:211-376 3:377-645 4:646-684 6:685-834 9:835-880 14:881-882 15:883-1022 17:1023-1068 20:1069-1073 21:1074-1098 23:1099-1144 26:1145-1490],Transcript_8644
TRINITY_DN98_c0_g1_i1 len=205 path=[0:0-204],Transcript_8645
TRINITY_DN79_c0_g1_i1 len=833 path=[0:0-832],Transcript_8646
TRINITY_DN47_c0_g1_i1 len=963 path=[0:0-962],Transcript_8647
TRINITY_DN64_c0_g1_i1 len=595 path=[0:0-594],Transcript_8648
TRINITY_DN70_c0_g1_i1 len=1876 path=[0:0-1875],Transcript_8649
TRINITY_DN16_c0_g1_i1 len=927 path=[0:0-877 1:878-926],Transcript_8650
TRINITY_DN16_c0_g1_i2 len=949 path=[0:0-877 2:878-948],Transcript_8651
